StripChart:,DataLogger1,,,
Date:, Fri Sep 11 17:31:47 2020,,,
,,,,
Number of Data Variables =,4,,,
Max Number of Data Points =,30000,,,
Number of Data Points =,3617,,,
Time Interval,0, to ,964.4,
,,,,
 ----- , ----- , ----- , ----- , ----- 
Time,PIC-118 - PV,PIC-118 - OP,SPRDSHT-1 - Cell Matrix (G-16),UIC-101 - OP
[seconds],[kPa],[%],[],[%]
0,294.769,42,37.6105,10
0.3,294.769,42,37.6105,10
0.6,294.769,42,37.6105,10
0.9,294.769,42,37.6105,10
1.1,294.769,42,37.6105,10
1.3,294.769,42,37.6105,10
1.6,294.769,42,37.6105,10
1.9,294.769,42,37.6105,10
2.2,294.769,42,37.6105,10
2.5,294.769,42,37.6105,10
2.8,294.769,42,37.6105,10
3.1,294.769,42,37.6105,10
3.4,294.769,42,37.6105,10
3.7,294.769,42,37.6105,10
4,294.769,42,37.6105,10
4.3,294.769,42,37.6105,10
4.6,294.769,42,37.6105,10
4.8,294.769,42,37.6105,10
5,294.769,42,37.6105,10
5.2,294.769,42,37.6105,10
5.4,294.769,42,37.6105,10
5.6,294.769,42,37.6105,10
5.8,294.769,42,37.6105,10
6,294.769,42,37.6105,10
6.2,294.769,42,37.6105,10
6.4,294.769,42,37.6105,10
6.6,294.769,42,37.6105,10
6.8,294.769,42,37.6105,10
7,294.769,42,37.6105,10
7.2,294.769,42,37.6105,10
7.4,294.769,42,37.6105,10
7.6,294.769,42,37.6105,10
7.8,294.769,42,37.6105,10
8,294.769,42,37.6105,10
8.2,294.769,42,37.6105,10
8.4,294.769,42,37.6105,10
8.6,294.769,42,37.6105,10
8.8,294.769,42,37.6105,10
9,294.769,42,37.6105,10
9.2,294.769,42,37.6105,10
9.4,294.769,42,37.6105,10
9.6,294.769,42,37.6105,10
9.8,294.769,42,37.6105,10
10,294.769,42,37.6105,10
10.2,294.769,42,37.6105,10
10.4,294.769,42,37.6105,10
10.6,294.769,42,37.6105,10
10.8,294.769,42,37.6105,10
11,294.769,42,37.6105,10
11.2,294.769,42,37.6105,10
11.4,294.769,42,37.6105,10
11.6,294.769,42,37.6105,10
11.8,294.769,42,37.6105,10
12,294.769,42,37.6105,10
12.2,294.769,42,37.6105,10
12.4,294.769,42,37.6105,10
12.6,294.769,42,37.6105,10
12.8,294.769,42,37.6105,10
13,294.769,42,37.6105,10
13.2,294.769,42,37.6105,10
13.4,294.769,42,37.6105,10
13.6,294.769,42,37.6105,10
13.8,294.769,42,37.6105,10
14,294.769,42,37.6105,10
14.2,294.769,42,37.6105,10
14.4,294.769,42,37.6105,10
14.6,294.769,42,37.6105,10
14.8,294.769,42,37.6105,10
15,294.769,42,37.6105,10
15.2,294.769,42,37.6105,10
15.4,294.769,42,37.6105,10
15.6,294.769,42,37.6105,10
15.8,294.769,42,37.6105,10
16,294.769,42,37.6105,10
16.2,294.769,42,37.6105,10
16.4,294.769,42,37.6105,10
16.6,294.769,42,37.6105,10
16.8,294.769,42,37.6105,10
17,294.769,42,37.6105,10
17.2,294.769,42,37.6105,10
17.4,294.769,42,37.6105,10
17.6,294.769,42,37.6105,10
17.8,294.769,42,37.6105,10
18,294.769,42,37.6105,10
18.2,294.769,42,37.6105,10
18.4,294.769,42,37.6105,10
18.6,294.769,42,37.6105,10
18.8,294.769,42,37.6105,10
19,294.769,42,37.6105,10
19.3,294.769,42,37.6105,10
19.6,294.769,42,37.6105,10
19.9,294.769,42,37.6105,10
20.2,294.769,42,37.6105,10
20.5,294.769,42,37.6105,10
20.8,294.769,42,37.6105,10
21.1,294.769,42,37.6105,10
21.4,294.769,42,37.6105,10
21.7,294.769,42,37.6105,10
22,294.769,42,37.6105,10
22.3,294.769,42,37.6105,10
22.6,294.769,42,37.6105,10
22.9,294.769,42,37.6105,10
23.2,294.769,42,37.6105,10
23.5,294.769,42,37.6105,10
23.8,294.769,42,37.6105,10
24.1,294.769,42,37.6105,10
24.4,294.769,42,37.6105,10
24.7,294.769,42,37.6105,10
25,294.769,42,37.6105,10
25.3,294.769,42,37.6105,10
25.6,294.769,42,37.6105,10
25.9,294.769,42,37.6105,10
26.2,294.769,42,37.6105,10
26.5,294.769,42,37.6105,10
26.8,294.769,42,37.6105,10
27.1,294.769,42,37.6105,10
27.4,294.769,42,37.6105,10
27.7,294.769,42,37.6105,10
28,294.769,42,37.6105,10
28.3,294.769,42,37.6105,10
28.6,294.769,42,37.6105,10
28.9,294.769,42,37.6105,10
29.2,294.769,42,37.6105,10
29.5,294.769,42,37.6105,10
29.8,294.769,42,37.6105,10
30.1,294.769,42,37.6105,10
30.4,294.769,42,37.6105,10
30.7,294.769,42,37.6105,10
31,294.769,42,37.6105,10
31.3,294.769,42,37.6105,10
31.6,294.769,42,37.6105,10
31.9,294.769,42,37.6105,10
32.2,294.769,42,37.6105,10
32.5,294.769,42,37.6105,10
32.8,294.769,42,37.6105,10
33.1,294.769,42,37.6105,10
33.4,294.769,42,37.6105,10
33.7,294.769,42,37.6105,10
34,294.769,42,37.6105,10
34.3,294.769,42,37.6105,10
34.6,294.769,42,37.6105,10
34.9,294.769,42,37.6105,10
35.2,294.769,42,37.6105,10
35.5,294.769,42,37.6105,10
35.8,294.769,42,37.6105,10
36.1,294.769,42,37.6105,10
36.4,294.769,42,37.6105,10
36.7,294.769,42,37.6105,10
37,294.769,42,37.6105,10
37.3,294.769,42,37.6105,10
37.6,294.769,42,37.6105,10
37.9,294.769,42,37.6105,10
38.2,294.769,42,37.6105,10
38.5,294.769,42,37.6105,10
38.8,294.769,42,37.6105,10
39.1,294.769,42,37.6105,10
39.4,294.769,42,37.6105,10
39.7,294.769,42,37.6105,10
40,294.769,42,37.6105,10
40.3,294.769,42,37.6105,10
40.6,294.769,42,37.6105,10
40.9,294.769,42,37.6105,10
41.2,294.769,42,37.6105,10
41.5,294.769,42,37.6105,10
41.8,294.769,42,37.6105,10
42.1,294.769,42,37.6105,10
42.4,294.769,42,37.6105,10
42.7,294.769,42,37.6105,10
43,294.769,42,37.6105,10
43.3,294.769,42,37.6105,10
43.6,294.769,42,37.6105,10
43.9,294.769,42,37.6105,10
44.2,294.769,42,37.6105,10
44.5,294.769,42,37.6105,10
44.8,294.769,42,37.6105,10
45.1,294.769,42,37.6105,10
45.4,294.769,42,37.6105,10
45.7,294.769,42,37.6105,10
46,294.769,42,37.6105,10
46.3,294.769,42,37.6105,10
46.6,294.769,42,37.6105,10
46.9,294.769,42,37.6105,10
47.2,294.769,42,37.6105,10
47.5,294.769,42,37.6105,10
47.8,294.769,42,37.6105,10
48.1,294.769,42,37.6105,10
48.4,294.769,42,37.6105,10
48.7,294.769,42,37.6105,10
49,294.769,42,37.6105,10
49.3,294.769,42,37.6105,10
49.6,294.769,42,37.6105,10
49.9,294.769,42,37.6105,10
50.2,294.769,42,37.6105,10
50.5,294.769,42,37.6105,10
50.8,294.769,42,37.6105,10
51.1,294.769,42,37.6105,10
51.4,294.769,42,37.6105,10
51.7,294.769,42,37.6105,10
52,294.769,42,37.6105,10
52.3,294.769,42,37.6105,10
52.6,294.769,42,37.6105,10
52.9,294.769,42,37.6105,10
53.2,294.769,42,37.6105,10
53.5,294.769,42,37.6105,10
53.8,294.769,42,37.6105,10
54.1,294.769,42,37.6105,10
54.4,294.769,42,37.6105,10
54.7,294.769,42,37.6105,10
55,294.769,42,37.6105,10
55.3,294.769,42,37.6105,10
55.6,294.769,42,37.6105,10
55.9,294.769,42,37.6105,10
56.2,294.769,42,37.6105,10
56.5,294.769,42,37.6105,10
56.8,294.769,42,37.6105,10
57.1,294.769,42,37.6105,10
57.4,294.769,42,37.6105,10
57.7,294.769,42,37.6105,10
58,294.769,42,37.6105,10
58.3,294.769,42,37.6105,10
58.6,294.769,42,37.6105,10
58.9,294.769,42,37.6105,10
59.2,294.769,42,37.6105,10
59.5,294.769,42,37.6105,10
59.8,294.769,42,37.6105,10
60.1,294.769,42,37.6105,10
60.4,294.769,42,37.6105,10
60.7,294.769,42,37.6105,10
61,294.769,42,37.6105,10
61.3,294.769,42,37.6105,10
61.6,294.769,42,37.6105,10
61.9,294.769,42,37.6105,10
62.2,294.769,42,37.6105,10
62.5,294.769,42,37.6105,10
62.8,294.769,42,37.6105,10
63.1,294.769,42,37.6105,10
63.4,294.769,42,37.6105,10
63.7,294.769,42,37.6105,10
64,294.769,42,37.6105,10
64.3,294.769,42,37.6105,10
64.6,294.769,42,37.6105,10
64.9,294.769,42,37.6105,10
65.2,294.769,42,37.6105,10
65.5,294.769,42,37.6105,10
65.8,294.769,42,37.6105,10
66.1,294.769,42,37.6105,10
66.4,294.769,42,37.6105,10
66.7,294.769,42,37.6105,10
67,294.769,42,37.6105,10
67.3,294.769,42,37.6105,10
67.6,294.769,42,37.6105,10
67.9,294.769,42,37.6105,10
68.2,294.769,42,37.6105,10
68.5,294.769,42,37.6105,10
68.8,294.769,42,37.6105,10
69.1,294.769,42,37.6105,10
69.4,294.769,42,37.6105,10
69.7,294.769,42,37.6105,10
70,294.769,42,37.6105,10
70.3,294.769,42,37.6105,10
70.6,294.769,42,37.6105,10
70.9,294.769,42,37.6105,10
71.2,294.769,42,37.6105,10
71.5,294.769,42,37.6105,10
71.8,294.769,42,37.6105,10
72.1,294.769,42,37.6105,10
72.4,294.769,42,37.6105,10
72.7,294.769,42,37.6105,10
73,294.769,42,37.6105,10
73.3,294.769,42,37.6105,10
73.6,294.769,42,37.6105,10
73.9,294.769,42,37.6105,10
74.2,294.769,42,37.6105,10
74.5,294.769,42,37.6105,10
74.8,294.769,42,37.6105,10
75.1,294.769,42,37.6105,10
75.4,294.769,42,37.6105,10
75.6,294.769,42,37.6105,10
75.8,294.769,42,37.6105,10
76,294.769,42,37.6105,10
76.2,294.769,42,37.6105,10
76.4,294.769,42,37.6105,10
76.6,294.769,42,37.6105,10
76.8,294.769,42,37.6105,10
77,294.769,42,37.6105,10
77.2,294.769,42,37.6105,10
77.4,294.769,42,37.6105,10
77.6,294.769,42,37.6105,10
77.8,294.769,42,37.6105,10
78,294.769,42,37.6105,10
78.2,294.769,42,37.6105,10
78.4,294.769,42,37.6105,10
78.6,294.769,42,37.6105,10
78.8,294.769,42,37.6105,10
79,294.769,42,37.6105,10
79.2,294.769,42,37.6105,10
79.4,294.769,42,37.6105,10
79.6,294.769,42,37.6105,10
79.8,294.769,42,37.6105,10
80,294.769,42,37.6105,10
80.2,294.769,42,37.6105,10
80.4,294.769,42,37.6105,10
80.6,294.769,42,37.6105,10
80.8,294.769,42,37.6105,10
81,294.769,42,37.6105,10
81.2,294.769,42,37.6105,10
81.4,294.769,42,37.6105,10
81.6,294.769,42,37.6105,10
81.8,294.769,42,37.6105,10
82,294.769,42,37.6105,10
82.2,294.769,42,37.6105,10
82.4,294.769,42,37.6105,10
82.6,294.769,42,37.6105,10
82.8,294.769,42,37.6105,10
83,294.769,42,37.6105,10
83.2,294.769,42,37.6105,10
83.4,294.769,42,37.6105,10
83.6,294.769,42,37.6105,10
83.8,294.769,42,37.6105,10
84,294.769,42,37.6105,10
84.2,294.769,42,37.6105,10
84.4,294.769,42,37.6105,10
84.6,294.769,42,37.6105,10
84.8,294.769,42,37.6105,10
85,294.769,42,37.6105,10
85.2,294.769,42,37.6105,10
85.4,294.769,42,37.6105,10
85.6,294.769,42,37.6105,10
85.8,294.769,42,37.6105,10
86,294.769,42,37.6105,10
86.2,294.769,42,37.6105,10
86.4,294.769,42,37.6105,10
86.6,294.769,42,37.6105,10
86.8,294.769,42,37.6105,10
87,294.769,42,37.6105,10
87.2,294.769,42,37.6105,10
87.4,294.769,42,37.6105,10
87.6,294.769,42,37.6105,10
87.8,294.769,42,37.6105,10
88,294.769,42,37.6105,10
88.2,294.769,42,37.6105,10
88.4,294.769,42,37.6105,10
88.6,294.769,42,37.6105,10
88.8,294.769,42,37.6105,10
89,294.769,42,37.6105,10
89.2,294.769,42,37.6105,10
89.4,294.769,42,37.6105,10
89.6,294.769,42,37.6105,10
89.8,294.769,42,37.6105,10
90,294.769,42,37.6105,10
90.2,294.769,42,37.6105,10
90.4,294.769,42,37.6105,10
90.6,294.769,42,37.6105,10
90.8,294.769,42,37.6105,10
91,294.769,42,37.6105,10
91.2,294.769,42,37.6105,10
91.4,294.769,42,37.6105,10
91.6,294.769,42,37.6105,10
91.8,294.769,42,37.6105,10
92,294.769,42,37.6105,10
92.2,294.769,42,37.6105,10
92.4,294.769,42,37.6105,10
92.6,294.769,42,37.6105,10
92.8,294.769,42,37.6105,10
93,294.769,42,37.6105,10
93.2,294.769,42,37.6105,10
93.4,294.769,42,37.6105,10
93.6,294.769,42,37.6105,10
93.8,294.769,42,37.6105,10
94,294.769,42,37.6105,10
94.2,294.769,42,37.6105,10
94.4,294.769,42,37.6105,10
94.6,294.769,42,37.6105,10
94.8,294.769,42,37.6105,10
95,294.769,42,37.6105,10
95.2,294.769,42,37.6105,10
95.4,294.769,42,37.6105,10
95.6,294.769,42,37.6105,10
95.8,294.769,42,37.6105,10
96,294.769,42,37.6105,10
96.2,294.769,42,37.6105,10
96.4,294.769,42,37.6105,10
96.6,294.769,42,37.6105,10
96.8,294.769,42,37.6105,10
97,294.769,42,37.6105,10
97.2,294.769,42,37.6105,10
97.4,294.769,42,37.6105,10
97.6,294.769,42,37.6105,10
97.8,294.769,42,37.6105,10
98,294.769,42,37.6105,10
98.2,294.769,42,37.6105,10
98.4,294.769,42,37.6105,10
98.6,294.769,42,37.6105,10
98.8,294.769,42,37.6105,10
99,294.769,42,37.6105,10
99.2,294.769,42,37.6105,10
99.4,294.769,42,37.6105,10
99.6,294.769,42,37.6105,10
99.8,294.769,42,37.6105,10
100,294.769,42,37.6105,10
100.2,294.769,42,37.6105,10
100.4,294.769,42,37.6105,10
100.6,294.769,42,37.6105,10
100.8,294.769,42,37.6105,10
101,294.769,42,37.6105,10
101.2,294.769,42,37.6105,10
101.4,294.769,42,37.6105,10
101.6,294.769,42,37.6105,10
101.8,294.769,42,37.6105,10
102,294.769,42,37.6105,10
102.2,294.769,42,37.6105,10
102.4,294.769,42,37.6105,10
102.6,294.769,42,37.6105,10
102.8,294.769,42,37.6105,10
103,294.769,42,37.6105,10
103.2,294.769,42,37.6105,10
103.4,294.769,42,37.6105,10
103.6,294.769,42,37.6105,10
103.8,294.769,42,37.6105,10
104,294.769,42,37.6105,10
104.2,294.769,42,37.6105,10
104.4,294.769,42,37.6105,10
104.6,294.769,42,37.6105,10
104.8,294.769,42,37.6105,10
105,294.769,42,37.6105,10
105.2,294.769,42,37.6105,10
105.4,294.769,42,37.6105,10
105.6,294.769,42,37.6105,10
105.8,294.769,42,37.6105,10
106,294.769,42,37.6105,10
106.2,294.769,42,37.6105,10
106.4,294.769,42,37.6105,10
106.6,294.769,42,37.6105,10
106.8,294.769,42,37.6105,10
107,294.769,42,37.6105,10
107.2,294.769,42,37.6105,10
107.4,294.769,42,37.6105,10
107.6,294.769,42,37.6105,10
107.8,294.769,42,37.6105,10
108,294.769,42,37.6105,10
108.2,294.769,42,37.6105,10
108.4,294.769,42,37.6105,10
108.6,294.769,42,37.6105,10
108.8,294.769,42,37.6105,10
109,294.769,42,37.6105,10
109.2,294.769,42,37.6105,10
109.4,294.769,42,37.6105,10
109.6,294.769,42,37.6105,10
109.8,294.769,42,37.6105,10
110,294.769,42,37.6105,10
110.2,294.769,42,37.6105,10
110.4,294.769,42,37.6105,10
110.6,294.769,42,37.6105,10
110.8,294.769,42,37.6105,10
111,294.769,42,37.6105,10
111.2,294.769,42,37.6105,10
111.4,294.769,42,37.6105,10
111.6,294.769,42,37.6105,10
111.8,294.769,42,37.6105,10
112,294.769,42,37.6105,10
112.2,294.769,42,37.6105,10
112.4,294.769,42,37.6105,10
112.6,294.769,42,37.6105,10
112.8,294.769,42,37.6105,10
113,294.769,42,37.6105,10
113.2,294.769,42,37.6105,10
113.4,294.769,42,37.6105,10
113.6,294.769,42,37.6105,10
113.8,294.769,42,37.6105,10
114,294.769,42,37.6105,10
114.2,294.769,42,37.6105,10
114.4,294.769,42,37.6105,10
114.6,294.769,42,37.6105,10
114.8,294.769,42,37.6105,10
115,294.769,42,37.6105,10
115.2,294.769,42,37.6105,10
115.4,294.769,42,37.6105,10
115.6,294.769,42,37.6105,10
115.8,294.769,42,37.6105,10
116,294.769,42,37.6105,10
116.2,294.769,42,37.6105,10
116.4,294.769,42,37.6105,10
116.6,294.769,42,37.6105,10
116.8,294.769,42,37.6105,10
117,294.769,42,37.6105,10
117.2,294.769,42,37.6105,10
117.4,294.769,42,37.6105,10
117.6,294.769,42,37.6105,10
117.8,294.769,42,37.6105,10
118,294.769,42,37.6105,10
118.2,294.769,42,37.6105,10
118.4,294.769,42,37.6105,10
118.6,294.769,42,37.6105,10
118.8,294.769,42,37.6105,10
119,294.769,42,37.6105,10
119.2,294.769,42,37.6105,10
119.4,294.769,42,37.6105,10
119.6,294.769,42,37.6105,10
119.8,294.769,42,37.6105,10
120,294.769,42,37.6105,10
120.2,294.769,42,37.6105,10
120.4,294.769,42,37.6105,10
120.6,294.769,42,37.6105,10
120.8,294.769,42,37.6105,10
121,294.769,42,37.6105,10
121.2,294.769,42,37.6105,10
121.4,294.769,42,37.6105,10
121.6,294.769,42,37.6105,10
121.8,294.769,42,37.6105,10
122,294.769,42,37.6105,10
122.2,294.769,42,37.6105,10
122.4,294.769,42,37.6105,10
122.6,294.769,42,37.6105,10
122.8,294.769,42,37.6105,10
123,294.769,42,37.6105,10
123.2,294.769,42,37.6105,10
123.4,294.769,42,37.6105,10
123.6,294.769,42,37.6105,10
123.8,294.769,42,37.6105,10
124,294.769,42,37.6105,10
124.2,294.769,42,37.6105,10
124.4,294.769,42,37.6105,10
124.6,294.769,42,37.6105,10
124.8,294.769,42,37.6105,10
125,294.769,42,37.6105,10
125.2,294.769,42,37.6105,10
125.4,294.769,42,37.6105,10
125.6,294.769,42,37.6105,10
125.8,294.769,42,37.6105,10
126,294.769,42,37.6105,10
126.2,294.769,42,37.6105,10
126.4,294.769,42,37.6105,10
126.6,294.769,42,37.6105,10
126.8,294.769,42,37.6105,10
127,294.769,42,37.6105,10
127.2,294.769,42,37.6105,10
127.4,294.769,42,37.6105,10
127.6,294.769,42,37.6105,10
127.8,294.769,42,37.6105,10
128,294.769,42,37.6105,10
128.2,294.769,42,37.6105,10
128.4,294.769,42,37.6105,10
128.6,294.769,42,37.6105,10
128.8,294.769,42,37.6105,10
129,294.443,42,37.6105,15
129.2,293.24,42,37.6443,15
129.4,291.692,42,37.6825,15
129.6,290.037,42,37.7058,15
129.8,288.403,42,37.737,15
130,286.823,42,37.7693,15
130.2,285.313,42,37.8027,15
130.4,283.886,42,37.8753,15
130.6,282.539,42,37.8934,15
130.8,281.2,42,37.9282,15
131,280.053,42,37.9617,15
131.2,279.02,42,37.9932,15
131.4,278.186,42,38.0543,15
131.6,277.363,42,38.0708,15
131.8,276.702,42,38.0968,15
132,276.005,42,38.121,15
132.2,275.349,42,38.1443,15
132.4,274.751,42,38.1847,15
132.6,274.193,42,38.201,15
132.8,273.731,42,38.2208,15
133,273.257,42,38.239,15
133.2,272.814,42,38.2563,15
133.4,272.417,42,38.3046,15
133.6,272.059,42,38.3155,15
133.8,271.782,42,38.3283,15
134,271.497,42,38.3401,15
134.2,271.231,42,38.3512,15
134.4,270.985,42,38.3493,15
134.6,270.76,42,38.3591,15
134.8,270.574,42,38.3677,15
135,270.389,42,38.3756,15
135.2,270.217,42,38.3829,15
135.4,270.062,42,38.3932,15
135.6,269.921,42,38.3988,15
135.8,269.802,42,38.4044,15
136,269.685,42,38.4095,15
136.2,269.577,42,38.4142,15
136.4,269.48,42,38.4214,15
136.6,269.397,42,38.4249,15
136.8,269.331,42,38.428,15
137,269.267,42,38.4308,15
137.2,269.209,42,38.4334,15
137.4,269.157,42,38.4374,15
137.6,269.114,42,38.4394,15
